offer_id,title,company,location,salary,type_of_work,experience,employment_type,operating_mode,scraped_at,.NET C#,.Net,.Net Framework,AI,AI Tools,AI Voice Agent,AI platform,AI/ML,AI/ML Analytics,API,ASP.NET,AWS,AWS AI Foundry,Agile,Airflow,Airtable,Ajax,Amazon AWS,Amazon Bedrock,Amazon SageMaker,Analityka Biznesowa,Analityka Predykcyjna,Analytics,Android,Angular,Ansible,Apache,Apache Spark,Architecture,Artificial Intelligence,Aurelia,Autogen,Automation Tools,Automatyzacja,Azure,Azure AI Search,Azure AI Studio,Azure AI foundry,Azure DevOps,Azure Gen AI,Azure ML,AzureAI,AzureML,Bash,Big Data,Blazor,Blue Prism,Business Analysis,C#,C++,C/C++,CI/CD,CI/CD pipelines,CRM,CSS,CVPR,Cassandra,ChatGPT,Clojure,Cloud,Cloud Adoption Framework,Cloud Foundation Toolkit,Communication,Computer Vision,Computer science,Contact with a client,Crew.AI,CrewAI,DDD,Data,Data Annotation,Data Labeling,Data Science,Data modeling,Databases,Databricks,Datadog,Deep Learning,DevOps,DevOps tools,Developer Support,Django,Docker,E2E,ECCV,ETL,ETL tools,Elasticsearch,English,Enterprise Architect,Excel APIs,Express.js,Finetuning,Flask,GCP,GenAI,Generative AI,GenerativeAI,German,Git,GitHub,GitLab,Google Cloud AI Platform,Google Cloud Platform,Google Gemini,Graph databases,GraphQL,Graphics APIs: OpenGL / OpenGL ES / EGL / Vulkan,HTML,HTML5 / CSS3,Hadoop,Hive,HugginFace,Hugging Face,ICLR,ICML,Issue-Tracking System,Java,JavaScript,JavaScript/Python,Jenkins,Jupyter Notebook,Kafka,Kanban,Kedro,Keras,Keras Numpy,Kofax RPA,Kotlin,Kubermetes,Kubernete,Kubernetes,LLM,LLMs,LangFuse,Langchain,Langgraph,Large Language Model,Large Language Models,Leadership,Linux,ML,ML OPS,ML/AI,ML/Data Science,MLOps,MLflow,MS Azure,MS Office,MS SQL,Machine Learning,Make,Microsoft Azure,Microsoft Azure Cloud,Microsoft Office Excel,Modelowanie procesów,MongoDB,MySQL,NLP,Natural Language Processing,Nest.js,NeurIPS,Next.js,NoSQL,Node,Node.js,NumPy,OOP,Odpowiedzialność,Onion Architecture,OpenAI,OpenAI API,OpenAI GPT,OpenCV,PL/SQL,Pandas,Platforms: Android /Linux /Windows / Embedded MCU,Polish,PostgreSQL,Programming,Project Management,Prometheus,Prompt Engineering,Przetwarzanie Danych,PySpark,PyTorch,PyTorch/TensorFlow,PyVista,Python,Python 3,R,RAG systems,REST API,RESTful API,RPA/IPaaS,RabbitMQ,Ray,React,React Native,Redis,SAP,SQL,Sales,Salesforce,Scala,SciPy,SciPy scikit-learn,Scrum,Snowflake,Software Architecture,Software Development,Spark,T-SQL,TDD,Team Management,Telerik,TensorFlow,Terraform,TypeScript,UI Path,UiPath,Ukrainian,VBA,Vector Database,Vertex AI,XML,Zapier,asyncio,fastapi,jupyther notebook,kreatywność,math,n8n,rag,scikit learn,scikit-learn,AI/LLMs,CUDA,Danish,Data Warehousing,Gradle,JAX,LLM/ML/AI,Release Engineering,Spark/PySpark,vSLAM,AI apps for drug discovery,Customer Support,Graph Machine Learning,R&D experience,customer care,3D,Algorithms,AlphaFold,Azure Cloud,Azure Kubernetes Service,Azure open AI / GenAI solutions,C,Data Structures,Django Rest Framework,HPC,Microsoft Copilot Studios,Podman,Power Automate,Power Platform,RPA,SLURM,Virtual Chatbots,computational analysis,high-throughput screening,molecular dynamics simulations,pytest,Bazy Danych,Gen AI,MML,Product Management,Scrum Master,Unity,Apache Hadoop,Compiler,Compliance,Confluence,Copilot,Jira,Microservices,Microsoft 365,SAS,SaaS,UX/UI,Video and audio streaming,Vite,WebSocket,integration,privacy
151,Customer Success Lead Projekty Generative AI,in4ge sp. z o.o.,Warszawa,Missing salary,Full-time,Senior,B2B,Remote,2025-03-25 19:46:54 UTC,0,0,0,1,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,1,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
152,Lead Data Scientist / ML Engineer,Addepto,Warszawa,19 320 - 28 560 PLN/month,Full-time,Senior,B2B,Remote,2025-03-25 19:47:11 UTC,0,0,0,1,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,1,0,0,0.0,1,0.0,0.0,0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,Senior AI Engineer,Clurgo,Warszawa,26 880 - 33 600 PLN/month,Full-time,Senior,B2B,Remote,2025-03-25 19:47:28 UTC,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,0.0,0,1,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,1,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,Azure Developer,Onex Group,Warszawa,Missing salary,Full-time,Mid,B2B,Remote,2025-03-25 19:47:45 UTC,0,0,1,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,0,1,0,0,0.0,1,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,Data Scientist (Computer Vision with GenAI),Lingaro,Warszawa,100 - 140 PLN/h,Full-time,Mid,B2B,Remote,2025-03-25 19:47:59 UTC,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,1,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,Mid-level AI Engineer,Devopsbay,Wrocław,16 800 - 21 504 PLN/month,Full-time,Mid,B2B,Hybrid,2025-03-25 19:48:16 UTC,0,0,0,1,0.0,0.0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,1,0,0.0,0,0,0,0.0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,Ekspert ds. bezpieczeństwa IT,Centrum Medyczne ENEL-MED S.A.,Warszawa,Missing salary,Full-time,Senior,Permanent,Hybrid,2025-03-25 19:48:31 UTC,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Consulting Manager - AI Automation,10Clouds,Warszawa,Missing salary,Full-time,Senior,B2B,Hybrid,2025-03-25 19:48:43 UTC,0,0,0,1,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,AI Software Engineer,BigTime,Wrocław,Missing salary,Full-time,Senior,"Permanent, B2B",Hybrid,2025-03-25 19:48:59 UTC,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,AI Engineer,AICONIC,Warszawa,15 000 - 30 000 PLN/month,Full-time,Mid,B2B,Hybrid,2025-03-25 19:49:17 UTC,0,0,0,1,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Młodszy Inżynier AI,TME Sp. z o.o.,Łódź,Missing salary,Full-time,Junior,Permanent,Hybrid,2025-03-18 20:05:09 UTC,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,1.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Data Scientist (Talk to Data),DCG,Warszawa,100 - 140 PLN/h,Full-time,Mid,B2B,Remote,2025-03-18 20:05:16 UTC,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,1,0,1,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,0,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,1,0,0.0,0,0,0,0.0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
